Customer ID,Recency,Frequency,Monetary,Segment,Churn_Probability
12437.0,41,8,4261.22,Regular,0.0034178949470933667
12439.0,121,2,1158.18,At Risk/Lost,0.43646738665730406
12440.0,156,1,568.51,At Risk/Lost,0.659783550317405
12443.0,170,1,485.31,At Risk/Lost,0.6635197005175848
12455.0,15,3,2929.95,Regular,0.19615974863251542
12459.0,43,1,454.36,Regular,0.6649043597155729
12466.0,120,1,56.73,At Risk/Lost,0.6824357261055863
12468.0,48,2,2329.54,Regular,0.37978155962549576
12470.0,128,1,211.95,At Risk/Lost,0.6756500900743324
12471.0,10,23,8916.93,Champions,8.33681848554595e-09
12472.0,31,7,4302.29,Regular,0.007509966813832061
12474.0,32,3,1088.3899999999999,Regular,0.26094333047200474
12477.0,61,1,2021.23,Regular,0.5916831117135171
12481.0,45,2,3275.6,Regular,0.33620632213451157
12482.0,14,29,23691.4,Champions,3.5518240906569744e-12
12483.0,33,5,1146.9,Regular,0.0658704042905794
12484.0,88,3,706.8,At Risk/Lost,0.27597254419485423
12487.0,169,1,285.29999999999995,At Risk/Lost,0.6724174112417363
12490.0,19,7,2547.17,Regular,0.0106453978409548
12494.0,14,1,344.87,Regular,0.6697799341662545
12495.0,79,1,357.4,At Risk/Lost,0.6692237960885107
12496.0,58,2,54.09,Regular,0.49149048540275503
12497.0,83,1,1211.76,At Risk/Lost,0.6302524122570814
12500.0,46,6,1327.04,Regular,0.029666557348146258
12503.0,22,1,1126.0,Regular,0.6342521614144738
12504.0,35,1,134.4,Regular,0.6790497422289137
12507.0,23,1,539.25,Regular,0.6610997858299107
12510.0,62,6,3414.23,Regular,0.019718348870212905
12514.0,80,1,580.08,At Risk/Lost,0.6592624013655625
12516.0,37,1,689.46,Regular,0.6543166776102178
12523.0,21,5,1379.27,Regular,0.06305972733348984
12524.0,64,3,2282.58,Regular,0.21744559384746212
12525.0,85,1,566.4300000000001,At Risk/Lost,0.6598771990710302
12530.0,36,2,657.54,Regular,0.46130557266276784
12531.0,124,1,1807.98,At Risk/Lost,0.6019756036021455
12533.0,66,2,1367.89,Regular,0.42614980690645954
12539.0,154,2,5149.06,At Risk/Lost,0.2580659785382081
12540.0,13,10,4065.57,Regular,0.0007202590197296319
12542.0,78,1,364.79,At Risk/Lost,0.6688955725048371
12549.0,14,6,1575.68,Regular,0.028264027598313188
12555.0,120,1,129.23,At Risk/Lost,0.6792757170341055
12557.0,161,1,1952.64,At Risk/Lost,0.5950028498396877
12567.0,21,2,871.13,Regular,0.4506779230915805
12568.0,83,1,70.0,At Risk/Lost,0.681858579902309
12570.0,120,1,77.52,At Risk/Lost,0.6815312676446496
12577.0,174,1,210.55,At Risk/Lost,0.6757116294469778
12580.0,15,1,637.2,Regular,0.6566839089543486
12582.0,16,1,837.11,Regular,0.6475874026475287
12583.0,6,5,2895.85,Regular,0.0473018334134752
12586.0,162,1,422.35,At Risk/Lost,0.6663334621913826
12588.0,36,1,328.9,Regular,0.6704880671617421
12589.0,128,1,715.5,At Risk/Lost,0.6531342693675507
12594.0,84,1,154.14,At Risk/Lost,0.6781861579158454
12598.0,84,2,649.71,At Risk/Lost,0.46169590100277724
12599.0,16,1,499.48,Regular,0.6628848145115338
12600.0,16,6,1392.81,Regular,0.02928912938095529
12606.0,120,1,21.0,At Risk/Lost,0.6839869264786564
12609.0,56,2,720.55,Regular,0.4581662686828116
12613.0,47,2,1743.43,Regular,0.40783871010771844
12615.0,69,1,1155.48,Regular,0.6328793031945829
12621.0,3,4,2566.5,Regular,0.10554043887570379
12623.0,37,3,2338.59,Regular,0.21553986762087735
12625.0,35,1,969.69,Regular,0.6414945465401319
12631.0,36,3,1664.41,Regular,0.23928279054749915
12632.0,3,1,394.32,Regular,0.6675823720544976
12636.0,177,1,141.0,At Risk/Lost,0.6787611417936658
12638.0,78,1,249.8,At Risk/Lost,0.6739840332507253
12639.0,66,1,253.57999999999998,Regular,0.6738174050952821
12643.0,49,1,2213.2000000000003,Regular,0.5823481434836352
12644.0,108,2,868.13,At Risk/Lost,0.4508269066361719
12645.0,85,2,846.74,At Risk/Lost,0.4518894133159752
12647.0,6,12,7124.46,Regular,7.885017908653806e-05
12648.0,79,2,311.8,At Risk/Lost,0.47857922485273086
12649.0,22,3,781.8,Regular,0.27297666989108615
12656.0,1,1,945.0,Regular,0.6426327385691918
12662.0,8,3,949.61,Regular,0.26634755334489335
12663.0,63,2,239.4,Regular,0.4822043170962263
12664.0,165,1,549.08,At Risk/Lost,0.6606578684837434
12665.0,107,1,168.8,At Risk/Lost,0.6775440237832293
12668.0,6,4,4502.35,Regular,0.07409393903700971
12670.0,105,1,225.60000000000002,At Risk/Lost,0.6750497632435132
12671.0,44,1,2622.481,Regular,0.5622558227800006
12672.0,34,1,211.15,Regular,0.6756852561736696
12675.0,16,1,945.75,Regular,0.6425981876961523
12677.0,104,1,190.7,At Risk/Lost,0.6765835156338403
12678.0,21,3,8874.67,Regular,0.06895029130372829
12681.0,20,10,6075.16,Regular,0.0004814222656156114
12682.0,20,10,5751.5,Regular,0.0005136980677511561
12683.0,14,4,2290.08,Regular,0.11089039659354828
12692.0,75,1,110.95,At Risk/Lost,0.6800740408274492
12695.0,28,2,743.36,Regular,0.4570306268257034
12698.0,28,1,339.75,Regular,0.6700070464516283
12701.0,72,1,547.3199999999999,Regular,0.6607370116206405
12703.0,72,3,722.98,Regular,0.2753245155193282
12708.0,26,5,1425.78,Regular,0.0625107539845384
12709.0,21,10,11866.82,Regular,0.0001507047100686347
12711.0,50,2,1339.05,Regular,0.4275651159676154
12712.0,6,4,1102.75,Regular,0.13663660014899942
12714.0,28,4,5077.82,Regular,0.06655378112643133
12717.0,28,1,277.93,Regular,0.6727429684517535
12725.0,9,2,1228.95,Regular,0.4329789400258195
12726.0,62,1,381.36,Regular,0.668159026088732
12727.0,93,1,759.32,At Risk/Lost,0.6511402506024315
12731.0,10,2,2835.54,Regular,0.3561819640212893
12733.0,128,1,1130.22,At Risk/Lost,0.6340557727847507
12742.0,64,1,1201.52,Regular,0.6307309479378107
12744.0,29,1,1252.95,Regular,0.6283249421463523
12745.0,12,2,658.48,Regular,0.4612587165020424
12747.0,34,7,1716.17,Regular,0.012552118567124869
12748.0,1,43,6895.83,Champions,1.4196718813645179e-15
12755.0,73,3,147.41,Regular,0.29894651823726304
12758.0,28,3,4425.59,Regular,0.15310111946879254
12759.0,3,2,1703.68,Regular,0.4097657618635149
12765.0,24,3,528.3,Regular,0.28318396592576267
12773.0,2,1,124.25,Regular,0.6794933077209773
12776.0,106,1,55.5,At Risk/Lost,0.6824891935943844
12778.0,41,1,378.6,Regular,0.6682817669942622
12779.0,87,2,690.68,At Risk/Lost,0.4596540625948792
12780.0,37,1,337.4,Regular,0.6701112608969215
12785.0,169,1,366.9,At Risk/Lost,0.6688018276074975
12786.0,48,1,728.5,Regular,0.6525432642182228
12789.0,132,1,89.25,At Risk/Lost,0.6810203548610486
12791.0,38,4,555.11,Regular,0.1501201079440395
12796.0,66,1,381.0,Regular,0.6681750370685081
12800.0,115,2,403.33000000000004,At Risk/Lost,0.47399956202378857
12802.0,2,1,774.25,Regular,0.6504596499743868
12805.0,44,2,520.2,Regular,0.46815847856310533
12806.0,10,2,2843.96,Regular,0.35579474881403966
12809.0,4,2,1266.63,Regular,0.4311242741490473
12810.0,115,1,159.66,At Risk/Lost,0.6779444509301567
12813.0,16,2,1065.8,Regular,0.4410304741575594
12820.0,2,4,1083.3,Regular,0.1370975001257932
12821.0,49,1,128.07999999999998,Regular,0.679325970803675
12823.0,8,5,1559.5,Regular,0.060957166113964165
12825.0,80,1,214.82999999999998,At Risk/Lost,0.6755234757035739
12826.0,160,1,458.20000000000005,At Risk/Lost,0.6647327170849358
12835.0,3,26,4382.76,Champions,1.880461143930069e-09
12836.0,36,5,1862.31,Regular,0.05757160056250365
12837.0,7,1,554.31,Regular,0.6604226344902262
12838.0,14,2,322.3,Regular,0.47805366455362397
12839.0,16,7,2161.98,Regular,0.011490704935879434
12840.0,112,1,150.0,At Risk/Lost,0.6783673755814059
12842.0,176,1,397.20000000000005,At Risk/Lost,0.667454158404916
12843.0,17,7,1927.5,Regular,0.012037415234053583
12844.0,32,1,123.03,Regular,0.6795466011753548
12846.0,120,1,15.58,At Risk/Lost,0.6842218768111397
12848.0,114,1,208.0,At Risk/Lost,0.675823703412923
12849.0,29,1,472.29,Regular,0.664102540857775
12853.0,111,1,413.0,At Risk/Lost,0.6667503230635203
12854.0,90,3,1240.84,At Risk/Lost,0.2550891608218862
12857.0,27,2,644.65,Regular,0.46194816885128936
12860.0,131,1,55.47,At Risk/Lost,0.6824904976193352
12861.0,58,1,68.25,Regular,0.6819347239007394
12863.0,14,2,943.45,Regular,0.4470891636321372
12867.0,16,3,1638.77,Regular,0.24022023456234823
12869.0,120,1,337.66999999999996,At Risk/Lost,0.6700992881719731
12870.0,62,1,209.3,Regular,0.6757665701836443
12872.0,20,5,1600.2,Regular,0.06049151663245959
12873.0,120,1,492.4,At Risk/Lost,0.6632021071177485
12875.0,41,2,659.52,Regular,0.4612068764410635
12876.0,28,1,885.5400000000001,Regular,0.6453671887528529
12877.0,31,2,481.94,Regular,0.4700698053298372
12880.0,13,1,337.18,Regular,0.6701210162874711
12891.0,13,3,157.5,Regular,0.29852251437522914
12894.0,13,1,157.35,Regular,0.6780456116461749
12898.0,98,1,158.32,At Risk/Lost,0.678003134936307
12905.0,15,2,1018.42,Regular,0.4433747181735941
12908.0,68,1,318.0,Regular,0.6709709452509536
12909.0,3,2,586.61,Regular,0.46484313261841076
12910.0,60,1,1017.96,Regular,0.6392647313441909
12913.0,8,5,1903.74,Regular,0.057122352654453014
12915.0,27,1,206.3,Regular,0.6758984081925015
12916.0,46,2,1155.62,Regular,0.4365936960977532
12917.0,16,2,2102.0,Regular,0.3905899468466036
12918.0,64,1,10953.5,Regular,0.19453575974558585
12920.0,10,3,323.86,Regular,0.29158186033990535
12921.0,3,14,8580.86,Regular,1.189785560141008e-05
12923.0,13,1,426.2,Regular,0.6661617379484602
12924.0,77,4,419.24,Regular,0.1536305747564002
12925.0,31,1,35.28,Regular,0.6833674561123955
12926.0,85,2,612.4,At Risk/Lost,0.46355645499260834
12931.0,9,23,19429.76,Champions,1.0119767085070687e-09
12932.0,24,5,825.71,Regular,0.06994736120927775
12933.0,167,1,155.79,At Risk/Lost,0.678113918532771
12934.0,175,1,181.65,At Risk/Lost,0.6769806190856519
12935.0,16,4,831.65,Regular,0.14317933528198912
12937.0,160,2,314.57,At Risk/Lost,0.47844057238776405
12939.0,29,3,1372.5,Regular,0.2501033486341878
12941.0,163,1,377.49,At Risk/Lost,0.6683311237372782
12943.0,44,1,315.85,Regular,0.6710661492583209
12945.0,94,1,437.16,At Risk/Lost,0.6656726401752683
12948.0,169,2,252.48000000000002,At Risk/Lost,0.48154924730800774
12949.0,37,8,5276.51,Regular,0.00278987578513319
12951.0,17,4,705.6,Regular,0.14630927955302556
12954.0,77,1,162.45,At Risk/Lost,0.6778222475626217
12956.0,123,3,413.82,At Risk/Lost,0.28786848861940334
12957.0,43,3,3437.3,Regular,0.18060693128662686
12958.0,21,1,166.89,Regular,0.6776277232331401
12960.0,16,2,733.57,Regular,0.45751798771197166
12969.0,41,1,122.45,Regular,0.6795719357654066
12970.0,173,1,260.64,At Risk/Lost,0.6735060719302148
12971.0,14,8,1907.25,Regular,0.005469290112021441
12972.0,21,3,1019.0400000000001,Regular,0.2636349946235492
12974.0,4,1,264.15,Regular,0.673351230343469
12975.0,172,1,441.63,At Risk/Lost,0.665473060885873
12976.0,13,4,1619.02,Regular,0.12487321683685958
12978.0,84,4,1946.46,At Risk/Lost,0.11787061105522216
12979.0,167,1,517.7,At Risk/Lost,0.6620676044161158
12980.0,9,5,3513.48,Regular,0.04202166181597588
12982.0,27,2,1062.67,Regular,0.44118525883508075
12983.0,37,1,490.08000000000004,Regular,0.6633060467294737
12986.0,80,2,760.72,At Risk/Lost,0.4561666227839586
12987.0,48,2,460.68,Regular,0.47113225873472503
12989.0,26,10,3033.14,Regular,0.0008858441691438218
12990.0,58,1,117.0,Regular,0.6798099418309967
12992.0,163,1,93.35000000000001,At Risk/Lost,0.6808416722092965
12993.0,69,2,436.45,Regular,0.4723434542388462
12997.0,20,2,274.7,Regular,0.4804365765545416
12998.0,48,2,604.1,Regular,0.46397049454803013
13000.0,163,1,497.65000000000003,At Risk/Lost,0.6629668406633761
13001.0,16,8,5391.05,Regular,0.002726680084842807
13004.0,15,9,3015.11,Regular,0.0019755960100619322
13007.0,18,1,175.25,Regular,0.6772612896715676
13008.0,161,1,189.31,At Risk/Lost,0.6766445237778093
13009.0,111,1,234.0,At Risk/Lost,0.6746800450873868
13010.0,87,1,177.12,At Risk/Lost,0.6771792944346722
13012.0,30,1,381.89,Regular,0.6681354536608659
13013.0,17,6,3475.6400000000003,Regular,0.019481645702215392
13015.0,30,2,1259.85,Regular,0.4314578549305081
13018.0,9,5,1464.35,Regular,0.062058885716513384
13019.0,4,4,780.85,Regular,0.144433986529577
13020.0,1,2,618.96,Regular,0.4632292496091126
13021.0,31,3,962.39,Regular,0.26584691918967696
13024.0,20,1,247.83,Regular,0.674070856427955
13025.0,170,1,323.39,At Risk/Lost,0.6707322093089382
13026.0,29,3,696.88,Regular,0.27637031867701534
13027.0,2,7,4464.0,Regular,0.007272013742722211
13036.0,123,1,307.1,At Risk/Lost,0.6714534624586397
13037.0,30,5,1733.86,Regular,0.058985623668680875
13039.0,22,4,1010.73,Regular,0.1388287184840298
13041.0,28,1,256.16,Regular,0.673703649542225
13042.0,36,3,1556.54,Regular,0.2432436197149855
13044.0,1,8,3460.85,Regular,0.00401074329093947
13047.0,3,6,3017.2200000000003,Regular,0.02131802484309135
13048.0,1,3,919.35,Regular,0.26753532751033543
13050.0,32,6,2256.23,Regular,0.02474667162776314
13051.0,17,2,155.8,Regular,0.48639250417289426
13052.0,14,3,1885.29,Regular,0.23131122310532753
13053.0,60,1,127.65,Regular,0.6793447602757404
13057.0,70,1,353.49,Regular,0.6693973904300055
13059.0,57,2,626.09,Regular,0.462873649188069
13064.0,30,1,239.65,Regular,0.6744312431317944
13070.0,28,2,308.4,Regular,0.47874941650357694
13071.0,50,1,129.22,Regular,0.6792761540413227
13074.0,55,3,1062.24,Regular,0.26195619275750204
13077.0,27,3,974.54,Regular,0.2653715211524021
13078.0,14,13,6906.85,Regular,3.702831673785877e-05
13080.0,48,1,70.3,Regular,0.6818455256691426
13081.0,20,7,12886.52,Regular,0.0013505353200187462
13082.0,3,5,1941.6200000000001,Regular,0.05671448324493704
13085.0,118,6,2017.2,At Risk/Lost,0.025930593775903128
13087.0,164,1,313.64,At Risk/Lost,0.6711639954817424
13089.0,4,41,19629.04,Champions,5.462820145209528e-16
13091.0,168,2,1976.0,At Risk/Lost,0.39662236557402475
13092.0,41,3,788.7,Regular,0.27270207194026136
13093.0,16,16,12580.71,Champions,1.0777959650160444e-06
13097.0,8,11,4409.82,Regular,0.00030229903153216307
13101.0,119,1,168.54999999999998,At Risk/Lost,0.6775549798564069
13102.0,3,2,839.95,Regular,0.4522267855653621
13103.0,15,1,123.34,Regular,0.6795330598397238
13104.0,91,1,96.66,At Risk/Lost,0.6806973798711679
13107.0,49,2,1302.33,Regular,0.4293688465548197
13110.0,91,3,705.8000000000001,At Risk/Lost,0.27601262636812407
13111.0,157,1,321.88000000000005,At Risk/Lost,0.670799099699333
13113.0,24,2,1558.19,Regular,0.41684225866873764
13114.0,169,1,234.38,At Risk/Lost,0.6746633145927566
13115.0,10,2,959.04,Regular,0.4463162446273316
13117.0,18,3,407.25,Regular,0.28813873003118246
13119.0,107,1,134.9,At Risk/Lost,0.6790278833465087
13126.0,33,2,782.29,Regular,0.4550934557930514
13128.0,69,1,263.5,Regular,0.6733799075641238
13131.0,107,1,651.41,At Risk/Lost,0.6560410004737006
13136.0,24,2,1931.07,Regular,0.3987811811184048
13141.0,14,5,2266.14,Regular,0.05333083009321912
13143.0,23,1,405.1,Regular,0.6671023339225255
13145.0,38,1,102.0,Regular,0.680464521058998
13148.0,5,7,2824.52,Regular,0.010075130621766655
13150.0,69,1,176.51999999999998,Regular,0.6772056042545611
13151.0,64,2,1322.8700000000001,Regular,0.42835966268308684
13152.0,8,4,1334.69,Regular,0.1312403813578175
13154.0,174,1,337.1,At Risk/Lost,0.6701245636659007
13156.0,106,2,1239.6,At Risk/Lost,0.43245453836088266
13157.0,13,2,1805.86,Regular,0.40481788198008994
13162.0,8,8,5849.2,Regular,0.002487861704185209
13163.0,48,1,17.65,Regular,0.6841321559590963
13164.0,7,2,372.2,Regular,0.4755566856882963
13173.0,27,7,1609.75,Regular,0.012819475443227852
13174.0,5,6,3928.38,Regular,0.017820510005381145
13175.0,21,2,831.45,Regular,0.45264918380959174
13178.0,30,5,3930.52,Regular,0.038780163445193895
13179.0,57,1,572.3100000000001,Regular,0.6596124290066356
13180.0,45,1,86.10000000000001,Regular,0.6811575993024939
13183.0,21,2,879.0600000000001,Regular,0.4502841525754244
13187.0,62,3,130.99,Regular,0.29963726034676064
13190.0,116,2,362.05,At Risk/Lost,0.4760644932740474
13191.0,96,1,164.69,At Risk/Lost,0.6777241168591447
13192.0,30,2,1365.97,Regular,0.4262439926644078
13196.0,56,1,199.97,Regular,0.6761764948075621
13197.0,48,1,373.01000000000005,Regular,0.6685302917237556
13199.0,20,13,2960.93,Regular,8.170810334883327e-05
13201.0,2,2,653.08,Regular,0.46152789949555456
13202.0,13,4,1051.49,Regular,0.13785410843918858
13203.0,69,2,460.22,Regular,0.47115524983421
13204.0,169,1,966.6600000000001,At Risk/Lost,0.6416343136021363
13206.0,2,11,7533.04,Regular,0.00016159100722333444
13207.0,50,1,214.20000000000002,Regular,0.6755511747919782
13208.0,174,1,61.12,At Risk/Lost,0.682244855745114
13209.0,19,4,2126.5,Regular,0.1141670571671054
13211.0,17,4,688.15,Regular,0.14674701957372374
13213.0,6,1,295.55,Regular,0.671964358992363
13214.0,20,3,1957.83,Regular,0.22873411066153732
13217.0,94,1,132.5,At Risk/Lost,0.6791327988216997
13219.0,56,1,76.23,Regular,0.6815874283722615
13220.0,14,1,516.8,Regular,0.6621079943181546
13222.0,15,1,88.5,Regular,0.6810530349576644
13223.0,11,2,402.72,Regular,0.4740300694869441
13225.0,45,5,5842.07,Regular,0.0267597138486513
13230.0,10,3,641.05,Regular,0.27861559969089145
13233.0,132,1,290.63,At Risk/Lost,0.6721818641063607
13234.0,111,2,356.95,At Risk/Lost,0.47631966657300856
13238.0,28,1,117.0,Regular,0.6798099418309967
13240.0,39,3,269.47,Regular,0.29384059077143354
13242.0,1,2,214.5,Regular,0.4834515208243682
13243.0,70,1,292.66,Regular,0.6720921300949415
13249.0,27,3,305.6,Regular,0.292339029574343
13252.0,64,1,346.9,Regular,0.6696898657590147
13253.0,142,1,974.39,At Risk/Lost,0.6412776985846826
13259.0,11,6,827.01,Regular,0.03269416819455632
13262.0,39,1,232.41,Regular,0.6747500441666628
13266.0,2,4,1317.72,Regular,0.1316289832072232
13267.0,17,7,2431.86,Regular,0.010891783731058147
13269.0,34,7,1564.99,Regular,0.012933597249783428
13275.0,70,1,180.16,Regular,0.677045974104255
13276.0,80,1,396.83,At Risk/Lost,0.6674706316865799
13278.0,49,1,297.69,Regular,0.6718697300620675
13280.0,83,1,478.5,At Risk/Lost,0.6638246123958071
13283.0,5,2,279.7,Regular,0.48018622694800817
13285.0,38,2,655.47,Regular,0.46140875831983913
13286.0,38,1,734.91,Regular,0.6522516799833301
13287.0,41,3,781.59,Regular,0.2729850299273247
13288.0,91,2,548.64,At Risk/Lost,0.46673832437603885
13289.0,162,1,307.95,At Risk/Lost,0.6714158479609879
13291.0,6,4,1125.1,Regular,0.13610859104401474
13293.0,32,3,746.13,Regular,0.2743989724560963
13294.0,85,1,815.79,At Risk/Lost,0.648562781107429
13295.0,15,1,306.5,Regular,0.6714800125447311
13296.0,15,1,121.35000000000001,Regular,0.6796199812182074
13300.0,12,1,314.98,Regular,0.6711046696789716
13304.0,108,1,307.85,At Risk/Lost,0.6714202733101353
13305.0,77,1,415.78000000000003,At Risk/Lost,0.6666264066100481
13307.0,30,1,227.74,Regular,0.6749555938264394
13308.0,35,1,284.86,Regular,0.6724368521549466
13313.0,19,5,1312.67,Regular,0.06385366255149869
13315.0,127,1,310.26,At Risk/Lost,0.6713136139257636
13316.0,78,1,2017.3600000000001,At Risk/Lost,0.5918706445766526
13317.0,26,4,1431.1100000000001,Regular,0.1290508802861022
13319.0,13,16,5148.09,Regular,4.7866416909558245e-06
13324.0,2,1,350.15999999999997,Regular,0.6695451978390896
13327.0,3,6,2986.85,Regular,0.021445495765624056
13329.0,173,1,334.65,At Risk/Lost,0.6702331927493561
13330.0,4,2,1229.15,Regular,0.4329690907199771
13333.0,97,1,162.18,At Risk/Lost,0.6778340747582763
13334.0,91,1,1191.6200000000001,At Risk/Lost,0.6311933504705498
13338.0,142,1,757.1,At Risk/Lost,0.6512413992262298
13340.0,59,3,6986.0599999999995,Regular,0.09760803124637944
13346.0,9,2,105.9,Regular,0.4888933397309359
13357.0,65,2,1573.07,Regular,0.416116882229107
13360.0,132,2,715.15,At Risk/Lost,0.45843518266305866
13361.0,56,1,817.25,Regular,0.6484960263291912
13371.0,70,1,1189.01,Regular,0.6313152164994934
13373.0,59,2,2154.85,Regular,0.38806949154514936
13377.0,84,1,815.32,At Risk/Lost,0.6485842694235192
13381.0,3,3,2164.4700000000003,Regular,0.22150403487750547
13382.0,57,3,655.65,Regular,0.27802736034519404
13388.0,42,1,508.55,Regular,0.6624781248737893
13392.0,115,1,91.14,At Risk/Lost,0.6809379931233401
13393.0,22,4,1131.45,Regular,0.13595888892723706
13394.0,3,6,2340.1,Regular,0.02434387763823202
13397.0,15,4,1339.34,Regular,0.13113406954830176
13400.0,21,1,310.83,Regular,0.671288384848544
13402.0,3,1,290.6,Regular,0.6721831901304233
13403.0,162,1,78.6,At Risk/Lost,0.6814842453031532
13405.0,7,2,532.76,Regular,0.4675312287545814
13406.0,70,1,140.16,Regular,0.6787978803496542
13407.0,17,3,2244.7,Regular,0.21874133208582328
13408.0,10,24,12525.922,Champions,1.8170101194382606e-09
13410.0,137,2,682.9200000000001,At Risk/Lost,0.4600406989923368
13412.0,58,1,487.34999999999997,Regular,0.663428334747441
13413.0,78,6,429.44,Regular,0.035312434007997016
13414.0,41,1,219.85999999999999,Regular,0.6753022786038249
13415.0,68,3,749.67,Regular,0.2742576129954405
13416.0,175,1,228.3,At Risk/Lost,0.6749309490267618
13417.0,56,2,714.4,Regular,0.4584725337456807
13418.0,3,6,2904.73,Regular,0.02179391978980864
13421.0,101,3,819.49,At Risk/Lost,0.27147883473658246
13425.0,17,1,836.5600000000001,Regular,0.6476125803598538
13426.0,17,5,2164.67,Regular,0.054367824410631586
13427.0,160,1,96.0,At Risk/Lost,0.6807261539175924
13431.0,36,2,531.15,Regular,0.46761162689914315
13432.0,10,2,439.1,Regular,0.4722109714250324
13433.0,42,2,410.73999999999995,Regular,0.4736289869329845
13434.0,94,1,339.18,At Risk/Lost,0.6700323255327233
13442.0,105,3,419.87,At Risk/Lost,0.2876197697720225
13443.0,44,4,765.4300000000001,Regular,0.1448166312141125
13445.0,64,1,241.89999999999998,Regular,0.6743321353085678
13446.0,21,6,2164.3,Regular,0.025195636919043536
13448.0,7,4,2740.1,Regular,0.10229799874829232
13450.0,16,2,548.24,Regular,0.46675829473259683
13451.0,10,2,2153.94,Regular,0.38811283990851864
13454.0,79,1,219.87,At Risk/Lost,0.6753018387701856
13455.0,31,3,914.8,Regular,0.26771421590782424
13457.0,127,2,148.22,At Risk/Lost,0.486772349831865
13459.0,63,2,1160.4099999999999,Regular,0.43635736600890046
13461.0,35,1,336.6,Regular,0.6701467343422477
13462.0,76,3,526.46,Regular,0.28325889317303576
13464.0,56,1,299.34000000000003,Regular,0.6717967589693593
13465.0,24,1,611.5,Regular,0.657845204810544
13466.0,66,1,262.31,Regular,0.6734324055776051
13468.0,2,14,3417.69,Regular,3.351591973048242e-05
13469.0,91,1,82.4,At Risk/Lost,0.6813187669348068
13473.0,13,6,2235.12,Regular,0.024849073412923757
13476.0,83,1,240.8,At Risk/Lost,0.6743805899712133
13477.0,28,2,809.84,Regular,0.4537233749882773
13478.0,70,3,1650.51,Regular,0.2397906878151319
13480.0,118,1,493.94,At Risk/Lost,0.6631331040007554
13481.0,27,3,1156.04,Regular,0.2583348393301643
13482.0,66,1,151.45,Regular,0.6783039117318641
13484.0,78,1,165.78,At Risk/Lost,0.6776763600883482
13485.0,36,3,834.28,Regular,0.27089247721115695
13487.0,173,1,103.95,At Risk/Lost,0.6803794658984006
13488.0,10,3,1656.66,Regular,0.23956587968926266
13490.0,92,1,154.25,At Risk/Lost,0.6781813422220179
13491.0,8,9,2350.19,Regular,0.0022568387957041204
13495.0,64,3,1210.51,Regular,0.25624694014569743
13497.0,64,3,582.23,Regular,0.2809932000854967
13498.0,168,1,327.38,At Risk/Lost,0.6705554259153812
13501.0,8,1,595.17,Regular,0.6585821216523579
13503.0,99,2,931.02,At Risk/Lost,0.4477056000387705
13508.0,81,1,176.07999999999998,At Risk/Lost,0.677224897409253
13510.0,31,3,1312.79,Regular,0.2523564225783468
13511.0,115,1,282.76,At Risk/Lost,0.672529630179031
13512.0,22,1,153.3,Regular,0.6782229310563371
13513.0,93,1,299.64,At Risk/Lost,0.6717834906062756
13514.0,18,2,588.7,Regular,0.4647388436830363
13515.0,83,1,188.1,At Risk/Lost,0.6766976266942469
13520.0,46,3,1795.88,Regular,0.23451550229623322
13526.0,177,2,1182.0,At Risk/Lost,0.43529251398616653
